route_id,start_lat,start_lon,end_lat,end_lon,distinct_cyclists,days_active,popularity_rating,avg_speed,avg_duration,route_type,has_bike_lane
33,51.555270624207964,-0.13454826121048608,51.539043777296996,-0.10744607154298938,631,284,3,15.174912628549794,49.99169703565736,Leisure,False
34,51.59192776571724,-0.0894829744466713,51.51398292267399,-0.08751854182876233,88,135,4,21.536777378569376,9.329273465013303,Commute,False
35,51.59190886463432,-0.05569525279811233,51.51497670215173,-0.13736780397637707,539,248,7,13.93382856530141,46.170755375772536,Exercise,True
36,51.504528074555154,-0.14887769896019074,51.52202029981957,-0.138540720927316,26,68,2,10.445363580685468,18.380303180867852,Leisure,True
37,51.5972210407364,-0.106307467362819,51.5654332627436,-0.13482118682785899,159,46,4,15.773824827489262,37.490509190477624,Mixed,True
38,51.56685491942799,-0.050483450340554785,51.5386158140136,-0.06971725604844678,136,148,4,15.68082547349281,47.797788519246474,Leisure,False
39,51.59858204230603,-0.1309334671495932,51.52035572604756,-0.09683517890808527,599,207,7,16.33787303534654,9.228007511665986,Leisure,False
40,51.541482971668515,-0.0564134504747868,51.519155644629215,-0.0518465521667286,700,316,3,23.79566227148843,28.36342678803516,Commute,True
41,51.55084750917629,-0.09228065479843647,51.544079772395406,-0.11826572473627554,704,312,3,13.353091385904074,58.56669261624987,Commute,True
42,51.518626865075255,-0.07209578659617516,51.54828455068606,-0.14294575231569517,293,242,4,24.26259198336979,52.09721682802607,Exercise,False
43,51.56358530229328,-0.13781971098044837,51.589544076198315,-0.13133241457819475,417,157,3,13.102268166883862,11.704841878098451,Leisure,True
44,51.582586042494675,-0.1417612981068663,51.535239035216605,-0.05512826620753863,460,358,3,19.883087743802733,58.99982002649424,Exercise,False
45,51.56605670862266,-0.11886332454456662,51.56331857751708,-0.07471107934716617,393,152,1,22.197251534079683,10.679237552332705,Mixed,False
46,51.53182895685376,-0.1095680670441991,51.565656107674386,-0.08212539381872189,60,23,1,19.30316881743855,20.420799936013697,Exercise,False
47,51.541841371996554,-0.12484239358477102,51.51442136721229,-0.10825373359546815,685,41,4,22.72332723689216,29.98369013159438,Mixed,True
48,51.593572168725316,-0.06659148811273713,51.51622211013628,-0.054562345833379725,540,23,4,18.16320547402805,45.59407257085363,Leisure,False
49,51.53052186983266,-0.1150803548970156,51.526909352436626,-0.10632974980647458,954,238,2,15.785783735270746,20.838900610079662,Leisure,True
50,51.55798478009395,-0.1146837192409162,51.55422957218954,-0.08117141928089239,696,112,6,21.057071159080053,15.660347258529614,Exercise,True
51,51.583054318922564,-0.0841020589083473,51.586876336332075,-0.10189094626703758,213,16,2,15.106953643995908,42.34623708991725,Exercise,False
52,51.54142054785195,-0.07849547994039954,51.58566944555718,-0.08022935240364705,180,283,3,17.965923089721784,20.61819386803394,Exercise,True
53,51.525046545758,-0.13138023668525817,51.52154000936522,-0.1258783229220891,351,264,7,19.087244186038408,52.510602630197056,Leisure,False
54,51.53663682021889,-0.1364664247448773,51.57646800640669,-0.1116373871983923,481,202,2,16.236956926784888,39.76424239367039,Exercise,True
55,51.52074175467408,-0.09567653687399502,51.598949636030596,-0.09675971007912623,191,329,2,16.313160454086717,56.33064021190497,Commute,True
56,51.58345168131358,-0.1340518095672922,51.56925315703007,-0.05478821552078316,415,266,3,18.385712468142916,25.351098983330022,Exercise,True
57,51.525668288970365,-0.12366056726094711,51.539172726104866,-0.06389048429948659,709,346,7,19.338370300547062,48.76468533736785,Leisure,True
58,51.520079134434766,-0.14473218762476864,51.55613969873274,-0.08305186330621699,450,342,6,21.737443523474496,57.6170871117781,Commute,False
59,51.590451479097545,-0.060440181171074615,51.52280979244719,-0.07616467914337272,25,30,2,21.808845329516025,13.788174648344452,Leisure,True
60,51.52363466481189,-0.1143346268049776,51.56960963527581,-0.11835736919699986,782,238,6,17.331038763239523,54.11185264780445,Leisure,True
61,51.50091555686966,-0.10819939811723599,51.577968907426666,-0.11857782339427883,30,213,2,23.82137643175913,57.011767893536756,Leisure,False
62,51.59420481906614,-0.09390723876740117,51.56251620273863,-0.11185045337107602,996,211,9,14.007317382014563,23.644726881840178,Leisure,False
63,51.57028066201529,-0.13192379106924323,51.52504500092278,-0.07840081421472077,697,359,4,13.357169600968707,41.454015880463665,Leisure,True
64,51.53685473373955,-0.05106152700369107,51.53782816427355,-0.10199202641262298,964,48,1,20.998944181686333,13.439040226324753,Exercise,True
65,51.57313673025225,-0.14203746627233255,51.5193028098075,-0.08790186141989507,423,348,5,11.593329441410077,39.635646888086676,Leisure,False
66,51.597534500852284,-0.06429693281273538,51.59009459103926,-0.11365371319331302,514,163,9,10.707792395207356,40.03670499850133,Exercise,False
67,51.527280327562224,-0.07130426620552772,51.52534382245297,-0.10164010972054113,470,262,4,24.183041285230715,33.37770119234657,Mixed,True
68,51.509069531896685,-0.14716029074594944,51.523323466928964,-0.14759636320841688,806,62,5,10.419351971103477,42.47112754995406,Mixed,True
69,51.569112604576624,-0.07449736306066486,51.55127122364994,-0.05737729052650908,152,339,3,22.252585729257927,11.669921771563718,Commute,False
70,51.57582021006634,-0.13458157101266563,51.595496842023685,-0.1069913467569612,80,279,1,17.723884789849357,31.47011791610153,Commute,False
71,51.56166060899367,-0.11982786306231327,51.58195869229126,-0.13048666646457857,739,225,1,13.245059523016694,57.272112315170176,Leisure,True
72,51.56144804892158,-0.0803551786089164,51.53753962890602,-0.05115046954533495,348,323,5,16.477666434353274,28.84194253899191,Exercise,True
73,51.5558860721695,-0.10131186120139836,51.5227092760648,-0.101701500269498,819,30,6,17.848811882055045,15.11813633333262,Leisure,True
74,51.54516870201577,-0.09881860476693805,51.50659612826697,-0.0692045474487189,364,31,3,21.254770156634883,59.517239500690806,Commute,False
75,51.551421878422595,-0.12370893478381584,51.56287649965087,-0.14761034011489121,799,108,8,10.825554706456577,59.44974589138815,Exercise,False
76,51.564276682651354,-0.10656747263381895,51.52164966199571,-0.1350309121898813,615,285,1,19.58821929898482,53.12564410108177,Commute,False
77,51.510727036406955,-0.11859599692695084,51.54921849342188,-0.0942056076356517,952,338,9,21.798564503830047,30.12488225348215,Mixed,False
78,51.55828405394508,-0.09284993045442644,51.55057741613099,-0.0734964632175199,901,238,1,21.607672012598684,16.113751306808812,Exercise,True
79,51.588791746652674,-0.11433682432074935,51.511715764926905,-0.12267347126037073,541,334,5,23.867936672473157,59.21593700226996,Mixed,False
80,51.505348694686596,-0.10453976989143467,51.59628586999055,-0.07341597510383473,365,268,4,19.694716431097397,43.61014849256217,Exercise,False
81,51.53742625384949,-0.07684786959005833,51.589724749029386,-0.08833458821590788,593,69,4,16.858602079186685,33.22886328695252,Mixed,True
82,51.538203774174804,-0.05179468643968226,51.539563784965274,-0.132629679237582,474,311,6,11.716166464133096,27.883657666721525,Commute,True
83,51.5535512931011,-0.12098572636585436,51.51579296537506,-0.06373783412753468,900,121,6,20.45706179061289,39.06082207997986,Commute,True
84,51.5121179360844,-0.126289848750473,51.55350532059242,-0.129866914732432,671,30,1,16.055559184861938,30.97406940658884,Exercise,True
85,51.538792858557564,-0.11579615776449165,51.59772555652648,-0.07984407373060126,840,49,4,21.147161015714495,49.3661757058017,Leisure,True
86,51.57717786720816,-0.054090156123861755,51.54671402223701,-0.08909352916472787,518,42,9,23.550003876372752,44.897668502588814,Leisure,True
87,51.52659438885704,-0.09118613232346943,51.570220578352355,-0.07129949472479727,846,113,2,11.827803576557828,50.93952478971513,Leisure,True
88,51.56252279306628,-0.08546521113263689,51.59273267804906,-0.1183012541817367,853,275,8,24.33957105558799,55.477961564521,Exercise,False
89,51.58127554172025,-0.07050256960456472,51.579930955438556,-0.1291390029077729,589,21,5,19.9751090696785,18.075011849138736,Exercise,False
90,51.57721024053699,-0.05488339764326225,51.52842382002439,-0.13532141591376026,588,95,4,10.785190980796463,9.582485741831992,Leisure,False
91,51.52691626439822,-0.11077918965072069,51.580386232840546,-0.09423694522973976,915,246,5,17.113065709249323,37.97923399698224,Mixed,True
92,51.504236912069494,-0.06219508830369324,51.57495886977689,-0.05293078446608525,824,304,7,13.169981321532319,37.467151813311325,Leisure,True
93,51.50230588413385,-0.1361403484794084,51.50802943637958,-0.1386178698476284,217,98,2,22.322696420018765,8.42547071148201,Leisure,True
94,51.58215498272772,-0.08909681537433564,51.53849505655348,-0.13970167427314828,374,106,8,22.90815835669448,39.65848418248909,Leisure,True
95,51.50632188563806,-0.10798984631135564,51.50799323408364,-0.1116880407015209,949,204,1,23.04222236597178,37.53436550766016,Commute,True
96,51.523382035930936,-0.12309846352555727,51.59667472867628,-0.1022819546553762,323,285,6,12.651375584040087,11.612032439638352,Commute,False
97,51.509233463849135,-0.073392542358921,51.52112839586856,-0.1002636067009557,598,45,4,23.304235943613147,28.67368269658943,Commute,False
98,51.51885407276345,-0.08199363876669064,51.572454867763994,-0.09008477604313109,632,113,7,14.414909273820387,52.279663044989235,Exercise,True
99,51.57307261977046,-0.07457298089609252,51.50902622292626,-0.12463990010463905,12,186,9,20.613228659446744,46.18316444690364,Exercise,False
100,51.50363800847384,-0.09808498868834178,51.55273120686236,-0.12015982737635796,799,231,7,13.609888449052082,39.83286080443724,Mixed,True
101,51.52236914006711,-0.13562170842257393,51.565751294248045,-0.09325551925946148,92,72,6,19.84566967213961,36.38792423914825,Exercise,True
102,51.53830246798764,-0.11751615938287505,51.582023972353895,-0.13536896630540168,422,154,6,23.388473940423744,19.091072879400624,Exercise,False
103,51.593590448947445,-0.060296002357833466,51.507125303065045,-0.13828216193580195,256,363,2,12.167812402579262,13.77564000608453,Commute,True
104,51.57301956122739,-0.09837496002170829,51.58342925719086,-0.11529865617921721,202,270,9,10.69581799848696,46.80214350551827,Leisure,False
105,51.556472450574546,-0.05699371697695375,51.574855157332244,-0.0745805452133273,353,111,4,21.813338885927003,53.311181824095364,Exercise,False
106,51.593098994754904,-0.09221274932981428,51.504165429461096,-0.05664566047692576,96,304,4,23.854570486341867,10.367845417216664,Mixed,True
107,51.599560498869046,-0.07759531407511404,51.52350771999469,-0.1293934354549105,106,160,3,23.454706950892923,13.657256419884444,Exercise,True
108,51.57885702568015,-0.14479944300590356,51.51812304791451,-0.06157183720424988,70,176,6,23.817527424087533,49.11850701425473,Leisure,True
109,51.583884027442025,-0.06466533266373568,51.5861978461767,-0.1101496059491202,538,13,4,12.042699658615215,8.166127397911639,Commute,False
110,51.54032987253074,-0.0522494961707666,51.51082746028619,-0.11471813449843615,862,326,4,14.378686227993931,24.994412870153432,Mixed,False
111,51.540061653553295,-0.08308546448039045,51.57827565588745,-0.08347614055299271,755,330,7,24.14302696938302,24.439745002150914,Commute,True
112,51.509533174754004,-0.0579397609122183,51.544376466014405,-0.12505930239235508,972,92,7,24.5368585574798,25.128552042876827,Commute,False
113,51.56983929046548,-0.12022815950917466,51.501675649470506,-0.13955676537651177,453,95,5,15.441176792028088,29.37308131116949,Exercise,True
114,51.58926742012429,-0.10711460677057805,51.569548433015186,-0.14787672843949123,12,270,9,23.053887032711398,10.132545393933688,Exercise,False
115,51.5690478231668,-0.14516885595586468,51.51397233471314,-0.1274642625358797,617,144,7,10.42563533957261,55.42130102457069,Exercise,False
116,51.51370227210635,-0.12460294002071512,51.539175686575945,-0.07224002070262714,789,10,8,14.228163739406122,51.031545782535595,Mixed,True
117,51.53590979440453,-0.08684871035974787,51.55093218499693,-0.07350964479207854,713,27,7,15.649038504913833,26.492655396237478,Mixed,False
118,51.522248993292706,-0.11318021017552499,51.55041653970645,-0.13901521526381153,469,312,2,15.141848632687442,46.20519076200569,Exercise,True
119,51.58328071143026,-0.1491660253142422,51.531541627396784,-0.12384918987006602,22,280,1,22.75285358638646,24.670677443265006,Commute,False
120,51.570009600808696,-0.07947203209959261,51.565103780737395,-0.13526058054703183,379,293,3,13.546619854227927,51.64786225879373,Mixed,False
121,51.54919717014959,-0.11197790826096317,51.539348752829916,-0.07288631245711921,613,96,1,19.517079417605892,39.848322756410944,Mixed,True
122,51.54910545228369,-0.14011642371718355,51.52067087505197,-0.11306868495479157,34,283,2,20.58172639898655,22.418009279657987,Leisure,True
123,51.50498357148388,-0.10146066280460234,51.554765808193515,-0.1324927857632425,497,299,4,23.938253912986994,5.530814541911848,Commute,True
124,51.52872510432956,-0.1192081436238116,51.544519047307375,-0.07438535931517261,824,223,6,21.950828822154087,5.437565851789815,Exercise,False
125,51.58488786924128,-0.10663542601370635,51.588332632936144,-0.09635086036611158,985,193,5,20.80187871328703,31.838116907882895,Commute,True
126,51.5398845343339,-0.12910898339970459,51.56718857269226,-0.13510725096845433,762,284,8,24.563138686978174,32.176792478188,Leisure,True
127,51.567260675337714,-0.07521018096593689,51.512567524511965,-0.12298421617769201,506,195,9,16.529442568550934,37.727235625151884,Exercise,True
128,51.51661176399691,-0.12351878789441495,51.54877770992685,-0.13747155885294776,631,224,8,14.75007586683554,43.01505261674708,Exercise,False
129,51.533967600788465,-0.05019936801535166,51.52148164459236,-0.12421815194730583,184,352,1,11.266632524736101,16.06188120255269,Mixed,False
130,51.599240057187984,-0.14662955382285756,51.50054321324249,-0.09255169792092699,414,256,6,19.640990154827367,11.428376110990563,Commute,True
131,51.576943218906635,-0.10873908358706943,51.5357319765169,-0.12447757329103637,573,53,9,20.938564435235573,46.2570496249709,Exercise,False
132,51.59137756712749,-0.08025783770242315,51.58985870376984,-0.09245121506981252,137,317,6,21.56429902895616,16.620249005690223,Mixed,False
133,51.56134519268187,-0.12037742734598895,51.550395451033836,-0.12121564265194448,346,95,6,16.312031473366275,37.02818611722909,Mixed,False
134,51.50731732240202,-0.09239403866851613,51.54268979465844,-0.12483905934483816,732,268,3,18.50619005050722,15.059096389557757,Commute,False
135,51.54784210571238,-0.1334471621029849,51.54437603096812,-0.07213878761033589,762,205,9,23.130460843601,8.072242012344308,Exercise,False
136,51.508450258804295,-0.11260168202075359,51.56210816738818,-0.07335499666340077,806,157,5,12.803931229020623,57.805345857614036,Exercise,True
137,51.53124785743351,-0.056354289531174544,51.56463749659301,-0.14026439357702408,217,139,6,13.105420416979314,31.17245651624943,Exercise,False
138,51.591884751605,-0.10143516713395034,51.58446458347808,-0.14030253005549614,375,115,4,14.943996398017317,18.704680086876277,Mixed,True
139,51.569522116674236,-0.14967270030119703,51.58991053076356,-0.11174855396308316,866,330,8,12.001779055003102,11.054583233786298,Mixed,True
140,51.54898176004455,-0.058976723267527065,51.52834805155421,-0.1214692233837691,987,156,2,13.785591664115975,35.15226654598993,Exercise,False
141,51.59659148029725,-0.07016213111707133,51.53862987331315,-0.09877397028843243,575,136,3,18.06577717389009,17.296005114131265,Leisure,True
142,51.580230403138614,-0.09541370713661797,51.587523552804846,-0.11457056411829411,396,92,8,12.612188478155243,51.48244218883394,Leisure,True
143,51.548957625014886,-0.13376966824797012,51.50137544886285,-0.058874697587093454,997,234,1,18.922041658206222,22.922814983879203,Mixed,False
144,51.52370239400938,-0.05579997873974057,51.592697287750624,-0.059109942195431635,352,174,1,19.838139031510977,22.559607621844446,Exercise,False
145,51.50092054886482,-0.1312015793375928,51.57384999618144,-0.052688453619172695,679,162,8,22.909722274425086,11.795874438003581,Leisure,True
146,51.5787580844663,-0.14636355559887626,51.51638862805556,-0.065685218924128,268,244,1,20.000355770339514,36.176076053831906,Exercise,True
147,51.546341689745915,-0.09841389691901838,51.524201864193024,-0.11828476134218303,264,282,3,17.336996247746875,50.866514083362645,Exercise,False
148,51.539895410387736,-0.08313151611724172,51.57146890957743,-0.09414628737282918,976,210,9,18.904008384693196,46.57907017344518,Leisure,True
149,51.50410776964091,-0.09217997744439119,51.535204741004705,-0.1496917470967074,788,152,3,22.590326642806108,38.05016485191652,Commute,False
150,51.52053896867857,-0.13042508347320084,51.55727722452511,-0.08647457050916145,144,21,1,22.451379954921777,15.211329253832748,Commute,False
151,51.52487599768076,-0.06972110989365246,51.56596238980203,-0.06780773399423236,957,196,8,14.871983270007952,25.564392109377767,Exercise,True
152,51.50169778022195,-0.14677651393147442,51.50226384300228,-0.07226674939314344,998,264,1,24.733636701870605,9.58104702873433,Mixed,True
153,51.58378817502116,-0.10796956486269439,51.55185616342694,-0.07820821086584492,409,9,6,24.16006013275103,58.058030432017304,Commute,True
154,51.51730323196665,-0.12641904370603793,51.54804870740289,-0.05802893152698842,330,169,9,11.587955431631736,25.26550622817513,Leisure,False
155,51.50270838522861,-0.0963353794143357,51.51797482558793,-0.13949479327177927,72,316,2,13.5345887961174,12.740580015776946,Exercise,False
156,51.55891842957666,-0.0780143983610601,51.55491388928391,-0.08211365284803376,364,174,3,10.452352388574795,54.83756231255323,Mixed,True
157,51.56216172070683,-0.14006161124491037,51.55527991449114,-0.06219793181593358,512,254,6,22.97146173601942,31.148293634459115,Commute,False
158,51.521163561360154,-0.051591450076472825,51.57208337149018,-0.05622648913147254,218,182,9,23.33569751889442,49.612194117598854,Commute,True
159,51.50323627777694,-0.09747265315036208,51.59960668749434,-0.05649717090176633,722,23,9,18.843743561947598,6.658630272231696,Commute,True
160,51.53878604158964,-0.06193224536543557,51.537759463391296,-0.08571884621373631,893,312,6,22.980691197479615,49.869026044973026,Exercise,True
161,51.58117530312059,-0.07301783974570118,51.58978502763718,-0.05896339985457403,149,207,7,17.805235340786304,39.56925697998549,Commute,False
162,51.519692130360816,-0.14211173987202544,51.57050990995206,-0.12640100396738355,930,248,9,19.592388391422375,33.246639973742134,Commute,False
163,51.58557546520082,-0.1275688828184954,51.53753317275378,-0.0834243382771849,115,100,6,15.03138614066058,39.44830669112021,Commute,False
164,51.52088372204882,-0.12015580523647458,51.51922900090617,-0.10289332410869349,476,287,4,24.16504149536183,59.969679036166355,Leisure,True
165,51.58936472374054,-0.06985923143388884,51.50111194197519,-0.10527084470487358,508,140,3,16.226243959496646,55.10025179175345,Exercise,False
166,51.500170427463885,-0.08566744942692775,51.52150642647671,-0.05503738390363259,163,287,6,22.440550470952555,38.821704823863755,Leisure,False
167,51.57089172566113,-0.08165993464633799,51.557002990528595,-0.11985922877595327,514,125,7,17.361978518409913,31.42467421820279,Exercise,True
168,51.51582791472376,-0.09927693891907666,51.532121908211785,-0.13434519446837034,687,339,6,23.46038434124484,30.664992755207702,Commute,False
169,51.557058048975755,-0.05017294147956505,51.59193311675976,-0.13446707619987577,956,149,1,21.008703852144965,50.20371971518661,Leisure,True
170,51.57837266522381,-0.10412216731470347,51.560628140482606,-0.07992403823025421,931,82,7,21.460792444490504,40.025078281423106,Mixed,True
171,51.54998139339037,-0.06361879209304869,51.51023090774564,-0.09654727727971094,322,257,4,11.263578203505629,45.830605804201404,Exercise,True
172,51.588842009489284,-0.11569812745935763,51.52923470332155,-0.08326212364308586,281,86,5,11.194404840887577,26.420342250186806,Mixed,False
173,51.575077385368566,-0.05572158291070019,51.55337572713834,-0.14918431847095132,321,20,1,15.675964834311882,30.02062401536798,Leisure,False
174,51.56538575281694,-0.05099792633857039,51.52518053581355,-0.09817279243263324,647,215,4,15.796758500523104,41.429701288760526,Leisure,False
175,51.546615945835164,-0.13966192933700347,51.59583145709747,-0.1356051484533785,845,285,7,24.54597549466986,29.246054575260803,Leisure,False
176,51.548004819131144,-0.09285763423832631,51.563528560282116,-0.05240960210925233,161,227,6,22.83144164620005,52.64145773603785,Commute,True
177,51.55574308272991,-0.14832611039875787,51.57533300776759,-0.09804034111485913,819,191,3,12.02208533702398,25.492936631693105,Commute,True
178,51.597639030972296,-0.11191936189414703,51.53374925710533,-0.09944947508037955,409,267,3,12.55199487015579,39.37574532720375,Commute,False
179,51.537306386447334,-0.08558340148829077,51.54023991510258,-0.07362755839766032,964,135,6,13.942336435016905,10.132200662147373,Exercise,False
180,51.50399485522773,-0.1377057860829488,51.59895193024468,-0.1448786862514965,527,15,6,18.758781761074527,58.37282225523593,Commute,True
181,51.5282601380272,-0.07269177313503934,51.544189402435215,-0.060245853704002386,320,358,7,18.903002480722897,49.43751898729093,Exercise,False
182,51.555545409027914,-0.07082064134065828,51.51587648548084,-0.09065259636286023,757,151,1,15.01954639161419,52.367483773181704,Mixed,True
183,51.50976930873691,-0.09329075214499954,51.5619928222915,-0.09446552681985906,329,157,9,14.933110841282854,30.59884347982738,Leisure,True
184,51.587242835839604,-0.06542351526593793,51.55376906264677,-0.055563278675190855,887,217,8,16.033435245483147,28.876437759161977,Mixed,False
185,51.52174554762862,-0.07807636648206404,51.57232521900392,-0.05700807843756021,927,322,8,16.123355631600294,5.988022405729941,Leisure,True
186,51.57055016710227,-0.09700344771934712,51.59953964546379,-0.08481842562358737,811,44,3,10.1640717512155,40.155824983213556,Leisure,False
187,51.52488713368785,-0.12513117457654208,51.573396649933834,-0.14702970184031625,699,271,8,24.11145086336297,26.03894085157708,Exercise,True
188,51.5992114321218,-0.08821427489815517,51.51644767394924,-0.12751646149755588,443,206,9,16.780550792259355,56.082622676267405,Exercise,True
189,51.51621964900924,-0.14750025633160227,51.56458989136155,-0.11998122141091146,139,109,8,17.18921960774471,42.973949234941294,Exercise,True
190,51.53146187638443,-0.06602032019174674,51.542532466237745,-0.12817465329031708,785,128,7,17.49328618253718,56.689329473062145,Exercise,False
191,51.52987476478968,-0.1359124428278328,51.55076245197357,-0.11884709354450297,704,191,2,18.686461969974957,28.987358465307082,Exercise,False
192,51.56490784005521,-0.1369271646830837,51.522421711862854,-0.14818397913256343,455,189,4,12.472147092716225,16.580409555375926,Exercise,False
193,51.56235931503754,-0.07834264460826491,51.522296468350106,-0.14720216157098437,156,147,7,24.42847807374164,23.144442988987663,Mixed,True
194,51.59451276903149,-0.06352056537768357,51.51997551128718,-0.07758687851385018,896,258,4,20.587793275981895,7.65697753956245,Commute,False
195,51.51633083846941,-0.14401895171206205,51.537381182938525,-0.060955297262689494,114,268,9,22.55069550589612,6.4889192054621745,Exercise,True
196,51.515702631199346,-0.08707190322503111,51.527210194993955,-0.09468976355556975,935,264,7,22.960470026040102,38.935272817257456,Exercise,False
197,51.576969034860355,-0.0594417907756381,51.5590473996889,-0.08924653747195675,407,71,1,16.10266236577698,25.552209585042732,Exercise,True
198,51.57810234840893,-0.12054574252186465,51.5809127818958,-0.12876459312665134,209,196,3,10.95015091040347,30.983626491662143,Mixed,True
199,51.528022796385876,-0.11927529660917703,51.53002303212912,-0.10368937520989902,925,262,1,11.925949518756727,24.593960220451105,Exercise,True
200,51.59770764680485,-0.09224469199747598,51.53837035682774,-0.09629860867941464,897,310,7,19.893502153606477,25.61128541592846,Mixed,False
201,51.537548686132524,-0.07991332062718794,51.57422131691484,-0.05951168988533524,932,346,5,12.212694043382594,57.21716139712823,Leisure,True
202,51.50899038852781,-0.09650827854464265,51.59368590692368,-0.11858303417063362,88,145,2,17.68331048078031,44.40150871394296,Exercise,False
203,51.54481593105612,-0.06523226575461172,51.561869248073535,-0.11151931965078392,55,11,2,11.017923989672072,57.940090689303396,Leisure,False
204,51.50714375755684,-0.07866905924419829,51.520100757319604,-0.10475582264737779,235,88,4,15.04168955502278,13.684467020786329,Exercise,True
205,51.53668078230625,-0.09453755495222269,51.58671724389272,-0.12485356291999766,689,87,9,22.762615820025335,11.950652708342894,Exercise,True
206,51.540543004610676,-0.13065203014124124,51.56521959785385,-0.10431663404144527,885,149,9,16.856564604460004,32.6114891640963,Mixed,False
207,51.59703213965808,-0.1342096776261989,51.53820690098971,-0.1306529482782365,260,107,9,16.262620729687686,52.03876096544791,Mixed,False
